Mod:Item:MetaData, Localized Name
hbm:item.sat_foeq, PEAF - Mk.I FOEQ Duna Probe with experimental Nuclear Propulsion
hbm:item.sat_resonator, Xenium Resonator Satellite
hbm:item.sat_miner, Asteroid Mining Ship
hbm:item.sat_lunar_miner, Lunar Mining Ship
hbm:item.sat_gerald, Gerald The Construction Android
hbm:item.sat_chip, Satellite ID-Chip
hbm:item.sat_interface, Satellite Control Interface
hbm:item.sat_coord, Satellite Designator
hbm:item.sat_designator, Satellite Laser Designator
hbm:item.sat_relay, Satellite Radar Relay
hbm:item.gun_revolver, Enhanced Revolver
hbm:item.gun_revolver_saturnite, Saturnite Shooter
hbm:item.gun_revolver_gold, Golden Revolver
hbm:item.gun_revolver_schrabidium, Schrabidium Revolver
hbm:item.gun_revolver_cursed, Cursed Revolver
hbm:item.gun_revolver_nightmare, Nightmare Revolver (Original)
hbm:item.gun_revolver_nightmare2, Nightmare Revolver (Dark)
hbm:item.gun_revolver_pip, Lil' Pipsqueak
hbm:item.gun_revolver_nopip, Heavy Revolver
hbm:item.gun_revolver_blackjack, Blackjack Five-Shooter
hbm:item.gun_revolver_silver, Lent Gun
hbm:item.gun_revolver_red, Red Key Revolver
hbm:item.gun_bio_revolver, Atlas
hbm:item.gun_deagle, Big Iron
hbm:item.gun_uac_pistol, UAC .45 Pistol
hbm:item.gun_flechette, Flechette Rifle
hbm:item.gun_ar15, Josh
hbm:item.gun_calamity, Buzzsaw
hbm:item.gun_m2, Ma Deuce
hbm:item.gun_minigun, CZ53 Personal Minigun
hbm:item.gun_lacunae, CZ33 Abaddon
hbm:item.gun_folly, Prototype Digamma "Folly"
hbm:item.gun_b92, §9B92 Energy Pistol§r
hbm:item.gun_b93, §cB93 Energy Mod§r
hbm:item.gun_rpg, Carl Gustav Recoilless Rifle
hbm:item.gun_karl, Karl
hbm:item.gun_panzerschreck, Panzerschreck
hbm:item.gun_quadro, Quattro Formaggi
hbm:item.gun_hk69, Grenade Pistol
hbm:item.gun_congolake, Congo Lake
hbm:item.gun_stinger, FIM-92 Stinger
hbm:item.gun_fatman, M42 Nuclear Catapult "Fat Man"
hbm:item.gun_proto, M42 Nuclear Catapult "Proto MIRV"
hbm:item.gun_mirv, M42 Nuclear Catapult "Experimental MIRV"
hbm:item.gun_bf, BEL
hbm:item.gun_chemthrower, Chemthrower
hbm:item.gun_mp40, Submachine Gun
hbm:item.gun_thompson, Thompson Submachine Gun
hbm:item.gun_uzi, IMI Uzi
hbm:item.gun_uzi_silencer, IMI Uzi with Silencer
hbm:item.gun_uzi_saturnite, Saturnite Uzi
hbm:item.gun_uzi_saturnite_silencer, Saturnite Uzi with Silencer
hbm:item.gun_uboinik, Uboinik
hbm:item.gun_remington, バイデン ブラスト [BIDEN BLAST]
hbm:item.gun_spas12, SPAS-12 Shotgun
hbm:item.gun_benelli, Benelli Autoshotgun (Drum Mod)
hbm:item.gun_supershotgun, Super Shotgun
hbm:item.gun_ks23, Samuel the Big Shotgun
hbm:item.gun_sauer, Stan Sauer's Shotgun
hbm:item.gun_lever_action, Mare's Leg (Original)
hbm:item.gun_lever_action_dark, Mare's Leg (Dark)
hbm:item.gun_lever_action_sonata, Flipped Mare's Leg
hbm:item.gun_bolt_action, Dream Bolt-Action Rifle (Original)
hbm:item.gun_bolt_action_green, Dream Bolt-Action Rifle (Green)
hbm:item.gun_bolt_action_saturnite, Saturnite Rifle
hbm:item.gun_mymy, Nietes
hbm:item.gun_coilgun, Coilgun
hbm:item.gun_xvl1456, XVL1456 Tau Cannon Prototype
hbm:item.gun_osipr, Overwatch Standard Issue Pulse Rifle
hbm:item.gun_immolator, The Immolator
hbm:item.gun_flamer, Mister Topaz
hbm:item.gun_cryolator, The Cryolator
hbm:item.gun_cryocannon, Cryo Cannon
hbm:item.gun_fireext, Fire Extinguisher
hbm:item.gun_mp, Pacifist's Machine Gun
hbm:item.gun_bolter, Bolter
hbm:item.gun_bolter_digamma, Digamma Gun
hbm:item.gun_zomg, ZOMG Cannon
hbm:item.gun_emp, EMP Gun
hbm:item.gun_revolver_inverted, Flipped Revolver
hbm:item.gun_jack, Jackhammer
hbm:item.gun_spark, Spark Plug
hbm:item.gun_hp, HPP Lazerjet
hbm:item.gun_euthanasia, Euthanasia
hbm:item.gun_skystinger, The One Sky Stinger
hbm:item.gun_defabricator, Defabricator
hbm:item.gun_vortex, item.gun_vortex.name
hbm:item.gun_super_shotgun, Super Shotgun
hbm:item.gun_moist_nugget, Mosin-Nagant
hbm:item.gun_darter, Dart Gun
hbm:item.crucible, Crucible
hbm:item.gun_glass_cannon, The Glass Cannon
hbm:item.gun_lunatic_marksman, Lunatic Sniper Rifle
hbm:item.gun_b92_ammo, §9B92 Energy Cell§r
hbm:item.gun_xvl1456_ammo, Depleted Uranium-235 Box
hbm:item.gun_osipr_ammo, Dark Energy Pulse Plug
hbm:item.gun_osipr_ammo2, Combine Ball
hbm:item.gun_immolator_ammo, Immolator Fuel
hbm:item.gun_cryolator_ammo, Cryo Cell
hbm:item.gun_emp_ammo, Energy Cell
hbm:item.gun_jack_ammo, Quadruple Shotgun Shell
hbm:item.gun_spark_ammo, Electromagnetic Cartridge
hbm:item.gun_hp_ammo, Ink Cartridge
hbm:item.gun_defabricator_ammo, Defabricator Energy Cell
hbm:item.gun_euthanasia_ammo, Syringe
hbm:item.ammo_12gauge:0, 12 Gauge Buckshot
hbm:item.ammo_12gauge:1, 12 Gauge Buckshot (Incendiary)
hbm:item.ammo_12gauge:2, 12 Gauge Buckshot (Shrapnel)
hbm:item.ammo_12gauge:3, 12 Gauge Buckshot (Uranium Coated)
hbm:item.ammo_12gauge:4, 12 Gauge Tactical Anti-Marauder Shell
hbm:item.ammo_12gauge:5, 12 Gauge Buckshot (IF-R&D)
hbm:item.ammo_12gauge:6, 12 Gauge Percussion Cap
hbm:item.ammo_20gauge:0, 20 Gauge Buckshot
hbm:item.ammo_20gauge:1, 20 Gauge Brenneke Slug
hbm:item.ammo_20gauge:2, 20 Gauge Flechette Shell
hbm:item.ammo_20gauge:3, 20 Gauge Buckshot (Incendiary)
hbm:item.ammo_20gauge:4, 20 Gauge Buckshot (Shrapnel)
hbm:item.ammo_20gauge:5, 20 Gauge Buckshot (Explosive)
hbm:item.ammo_20gauge:6, 20 Gauge Buckshot (Caustic)
hbm:item.ammo_20gauge:7, 20 Gauge Buckshot (Shock)
hbm:item.ammo_20gauge:8, 20 Gauge Buckshot (Withering)
hbm:item.ammo_20gauge:9, 20 Gauge Buckshot (IF-R&D)
hbm:item.ammo_4gauge:0, 4 Gauge Buckshot
hbm:item.ammo_4gauge:1, 4 Gauge Solid Steel Slug
hbm:item.ammo_4gauge:2, 4 Gauge Flechette Shell
hbm:item.ammo_4gauge:3, 4 Gauge Flechette Shell (WP)
hbm:item.ammo_4gauge:4, 23mm Grenade
hbm:item.ammo_4gauge:5, 23mm Mining Charge
hbm:item.ammo_4gauge:6, 23mm Balefire Grenade
hbm:item.ammo_4gauge:7, 23mm Rocket
hbm:item.ammo_4gauge:8, 23mm Rocket (Canister Shot)
hbm:item.ammo_4gauge:9, 4 Gauge Buckshot (IF-R&D)
hbm:item.ammo_4gauge:10, 4 Gauge Claw Shell
hbm:item.ammo_4gauge:11, 4 Gauge Wooden Stake Shell
hbm:item.ammo_4gauge:12, 4 Gauge Void Shell
hbm:item.ammo_4gauge:13, 4 Gauge Quacker Round
hbm:item.ammo_357:0, Bullet
hbm:item.ammo_357:1, Lead Bullet
hbm:item.ammo_357:2, Glass Covered Nuclear Bullet
hbm:item.ammo_357:3, Golden Bullet
hbm:item.ammo_357:4, .357 Magnum Desh Bullet
hbm:item.ammo_357:5, Schrabidium Bullet
hbm:item.ammo_357:6, Steel Bullet
hbm:item.ammo_357:7, Nightmare Bullet
hbm:item.ammo_357:8, Laser Buckshot
hbm:item.ammo_44:0, .44 Magnum Bullet
hbm:item.ammo_44:1, .44 Magnum Bullet (Armor Piercing)
hbm:item.ammo_44:2, .44 Magnum Bullet (DU)
hbm:item.ammo_44:3, .44 Magnum Bullet (WP)
hbm:item.ammo_44:4, .44 Magnum Bullet (Starmetal)
hbm:item.ammo_44:5, .44 Magnum Bullet (Chlorophyte)
hbm:item.ammo_44:6, .44 Magnum Bullet (Boxcar)
hbm:item.ammo_44:7, .44 Magnum Bullet (Boat)
hbm:item.ammo_44:8, .44 Magnum Bullet (Building)
hbm:item.ammo_44:9, .44 Magnum Rocket
hbm:item.ammo_45:0, .45 ACP Bullet
hbm:item.ammo_45:1, .45 ACP Bullet (AP)
hbm:item.ammo_45:2, .45 ACP Bullet (DU)
hbm:item.ammo_5mm:0, 5mm Round
hbm:item.ammo_5mm:1, 5mm Round (Explosive)
hbm:item.ammo_5mm:2, 5mm Round (DU)
hbm:item.ammo_5mm:3, 5mm Round (Starmetal)
hbm:item.ammo_5mm:4, 5mm Round (Chlorophyte)
hbm:item.ammo_9mm:0, 9mm Round
hbm:item.ammo_9mm:1, 9mm Round (Armor Piercing)
hbm:item.ammo_9mm:2, 9mm Round (DU)
hbm:item.ammo_9mm:3, 9mm Round (Chlorophyte)
hbm:item.ammo_9mm:4, 9mm Rocket
hbm:item.ammo_556:0, 5.56mm Round
hbm:item.ammo_556:1, Small Propellantless Machine Gun Round
hbm:item.ammo_556:2, 5.56mm Round (WP)
hbm:item.ammo_556:3, 5.56mm Round (Armor Piercing)
hbm:item.ammo_556:4, 5.56mm Round (DU)
hbm:item.ammo_556:5, 5.56mm Round (Starmetal)
hbm:item.ammo_556:6, 5.56mm Round (Chlorophyte)
hbm:item.ammo_556:7, 5.56mm Round (IF-R&D)
hbm:item.ammo_556:8, 5.56mm Round (Tracer)
hbm:item.ammo_556:9, 5.56mm Flechette Round
hbm:item.ammo_556:10, 5.56mm Flechette Round (Incendiary)
hbm:item.ammo_556:11, 5.56mm Flechette Round (Phosphorus-Tipped)
hbm:item.ammo_556:12, 5.56mm Flechette Round (Uranium Penetrator)
hbm:item.ammo_556:13, 5.56mm Flechette Round (Chlorophyte)
hbm:item.ammo_556:14, 5.56mm Flechette Round (IF-R&D)
hbm:item.ammo_556:15, 5.56mm K-Round
hbm:item.ammo_762:0, 7.62mm Round
hbm:item.ammo_762:1, 7.62mm Round (AP)
hbm:item.ammo_762:2, 7.62mm Round (DU)
hbm:item.ammo_762:3, 7.62mm Round (Tracer)
hbm:item.ammo_762:4, 7.62mm Round (WP)
hbm:item.ammo_762:5, 7.62mm K-Round
hbm:item.ammo_22lr:0, .22 LR Round
hbm:item.ammo_22lr:1, .22 LR Round (Armor Piercing)
hbm:item.ammo_22lr:2, .22 LR Round (Chlorophyte)
hbm:item.ammo_50ae:0, .50 AE Round
hbm:item.ammo_50ae:1, .50 AE Round (Armor Piercing)
hbm:item.ammo_50ae:2, .50 AE Round (DU)
hbm:item.ammo_50ae:3, .50 AE Round (Starmetal)
hbm:item.ammo_50ae:4, .50 AE Round (Chlorophyte)
hbm:item.ammo_50bmg:0, .50 BMG Round
hbm:item.ammo_50bmg:1, .50 BMG Round (Incendiary)
hbm:item.ammo_50bmg:2, .50 BMG Round (WP)
hbm:item.ammo_50bmg:3, .50 BMG Round (Explosive)
hbm:item.ammo_50bmg:4, .50 BMG Round (Armor Piercing)
hbm:item.ammo_50bmg:5, .50 BMG Round (DU)
hbm:item.ammo_50bmg:6, .50 BMG Round (Starmetal)
hbm:item.ammo_50bmg:7, .50 BMG Round (Chlorophyte)
hbm:item.ammo_50bmg:8, .50 BMG Round (IF-R&D)
hbm:item.ammo_50bmg:9, .50 BMG Flechette Round
hbm:item.ammo_50bmg:10, .50 BMG Flechette Round (Americium)
hbm:item.ammo_50bmg:11, .50 BMG Flechette Round (Polonium)
hbm:item.ammo_75bolt:0, .75 Bolt Magazine (30rnd)
hbm:item.ammo_75bolt:1, .75 Incendiary Bolt Magazine (30rnd)
hbm:item.ammo_75bolt:2, .75 Bolt High-Explosive Magazine (30rnd)
hbm:item.ammo_nuke:0, Mini Nuke
hbm:item.ammo_nuke:1, Mini Nuke (Low Yield)
hbm:item.ammo_nuke:2, Mini Nuke (High Yield)
hbm:item.ammo_nuke:3, Mini Nuke (Tiny Tots)
hbm:item.ammo_nuke:4, Mini Nuke (Safe)
hbm:item.ammo_nuke:5, Pumpkin Bomb
hbm:item.ammo_nuke:6, Mini MIRV
hbm:item.ammo_nuke:7, Mini MIRV (Low Yield)
hbm:item.ammo_nuke:8, Mini MIRV (High Yield)
hbm:item.ammo_nuke:9, Mini MIRV (Safe)
hbm:item.ammo_nuke:10, Mini MILV
hbm:item.ammo_nuke:11, Balefire Shell
hbm:item.ammo_nuke:12, Mini Nuclear Waste Barrel
hbm:item.ammo_fuel:0, Diesel Tank
hbm:item.ammo_fuel:1, Napalm Tank
hbm:item.ammo_fuel:2, WP Tank
hbm:item.ammo_fuel:3, Vaporizer Tank
hbm:item.ammo_fuel:4, Gas Tank
hbm:item.ammo_fireext:0, Fire Extinguisher Water Tank
hbm:item.ammo_fireext:1, Fire Extinguisher Foam Tank
hbm:item.ammo_fireext:2, Fire Extinguisher Sand Tank
hbm:item.ammo_cell, Energy Cell
hbm:item.ammo_dart:0, Plastic Dart (Withering)
hbm:item.ammo_dart:1, Plastic Dart (Timed Explosive)
hbm:item.ammo_dart:2, NERF Dart
hbm:item.ammo_rocket:0, 84mm Rocket
hbm:item.ammo_rocket:1, 84mm Rocket (HE)
hbm:item.ammo_rocket:2, 84mm Rocket (Incendiary)
hbm:item.ammo_rocket:3, 84mm Rocket (Pulse)
hbm:item.ammo_rocket:4, 84mm Rocket (IF-R&D)
hbm:item.ammo_rocket:5, 84mm Rocket (Shrapnel)
hbm:item.ammo_rocket:6, 84mm Rocket (Red Glare)
hbm:item.ammo_rocket:7, 84mm Rocket (Привет)
hbm:item.ammo_rocket:8, 84mm Rocket (Chemical)
hbm:item.ammo_rocket:9, 84mm Rocket Propelled Chainsaw
hbm:item.ammo_rocket:10, 84mm Rocket (WP)
hbm:item.ammo_rocket:11, 84mm Rocket (Canister Shot)
hbm:item.ammo_rocket:12, null
hbm:item.ammo_stinger_rocket:0, Stinger Rocket
hbm:item.ammo_stinger_rocket:1, Stinger Rocket (HE)
hbm:item.ammo_stinger_rocket:2, Stinger Rocket (Incendiary)
hbm:item.ammo_stinger_rocket:3, Stinger Rocket (Привет)
hbm:item.ammo_stinger_rocket:4, Stinger Rocket (Bone-Seeking)
hbm:item.ammo_luna_sniper:0, Lunatic Sniper Sabot Round
hbm:item.ammo_luna_sniper:1, Lunatic Sniper Incendiary Round
hbm:item.ammo_luna_sniper:2, Lunatic Sniper Explosive Round
hbm:item.ammo_coilgun:0, Coilgun Tungsten Ball
hbm:item.ammo_coilgun:1, Coilgun Ferrouranium Ball
hbm:item.ammo_coilgun:2, Coilgun Rubber Ball
hbm:item.ammo_grenade:0, 40mm Grenade
hbm:item.ammo_grenade:1, 40mm Grenade (HE)
hbm:item.ammo_grenade:2, 40mm Grenade (Incendiary)
hbm:item.ammo_grenade:3, 40mm Grenade (WP)
hbm:item.ammo_grenade:4, 40mm Grenade (Chemical)
hbm:item.ammo_grenade:5, 40mm Grenade (IF-R&D)
hbm:item.ammo_grenade:6, 40mm Grenade (Concussion)
hbm:item.ammo_grenade:7, 40mm Grenade (Finned)
hbm:item.ammo_grenade:8, 40mm Grenade (Привет)
hbm:item.ammo_grenade:9, 40mm Training Grenade
hbm:item.ammo_grenade:10, 40mm Rocket
hbm:item.ammo_grenade:11, 40mm Leadburster
hbm:item.ammo_shell:0, 240mm Shell
hbm:item.ammo_shell:1, 240mm HE Shell
hbm:item.ammo_shell:2, 240mm APFSDS-T
hbm:item.ammo_shell:3, 240mm APFSDS-DU
hbm:item.ammo_shell:4, 240mm W9 Nuclear Shell
hbm:item.ammo_dgk, Goalkeeper Twin CIWS 200 Round Belt
hbm:item.ammo_arty:0, 16" Artillery Shell
hbm:item.ammo_arty:1, 16" Artillery Shell (The Factorio Special)
hbm:item.ammo_arty:2, 16" High Explosive Artillery Shell
hbm:item.ammo_arty:5, 16" Phosphorus Shell
hbm:item.ammo_arty:7, 16" Multi Phosphorus Shell
hbm:item.ammo_arty:3, 16" Micro Nuclear Artillery Shell
hbm:item.ammo_arty:6, 16" Multi Micro Nuclear Artillery Shell
hbm:item.ammo_arty:4, 16" Nuclear Artillery Shell
hbm:item.ammo_arty:8, 16" Express Delivery Artillery Shell
hbm:item.ammo_arty:9, 16" Chlorine Gas Artillery Shell
hbm:item.ammo_arty:10, 16" Phosgene Artillery Shell
hbm:item.ammo_arty:11, 16" Mustard Gas Artillery Shell
hbm:item.ammo_himars:0, 227mm Guided Artillery Rocket Pod
hbm:item.ammo_himars:2, 227mm Guided Artillery Rocket Pod (HE)
hbm:item.ammo_himars:3, 227mm Guided Artillery Rocket Pod (WP)
hbm:item.ammo_himars:4, 227mm Guided Artillery Rocket Pod (Thermobaric)
hbm:item.ammo_himars:7, 227mm Guided Artillery Rocket Pod (Lava)
hbm:item.ammo_himars:6, 227mm Guided Artillery Rocket Pod (Mini Nuke)
hbm:item.ammo_himars:1, 610mm Guided Artillery Rocket Pod
hbm:item.ammo_himars:5, 610mm Guided Artillery Rocket Pod (Thermobaric)
hbm:item.ammo_folly, Silver Bullet (Original)
hbm:item.ammo_folly_nuclear, Silver Bullet (Nuclear)
hbm:item.ammo_folly_du, Silver Bullet (DU, Non-Explosive)
hbm:item.clip_revolver_iron, Box of Iron Rounds
hbm:item.clip_revolver, Box of .357 Rounds
hbm:item.clip_revolver_gold, Small Coffer of Golden Bullets
hbm:item.clip_revolver_lead, Box of Nuclear Bullets
hbm:item.clip_revolver_schrabidium, Schrabidium Ammo Container
hbm:item.clip_revolver_cursed, Britannia Military Standard Issue Pistol Magazine
hbm:item.clip_revolver_nightmare, Bag of Bullets
hbm:item.clip_revolver_nightmare2, Belt with Laser Buckshot
hbm:item.clip_revolver_pip, Speedloader with Tainted Bullets
hbm:item.clip_revolver_nopip, Box of .44 Rounds
hbm:item.clip_rpg, Rocket Container
hbm:item.clip_stinger, Pack of Stinger Rockets
hbm:item.clip_fatman, Six Pack of Mini Nukes
hbm:item.clip_mirv, Three-In-One Pack of Mini MIRVs
hbm:item.clip_bf, BF-Shell Double Pack
hbm:item.clip_mp40, 9mm SMG Magazine
hbm:item.clip_uzi, 32rnd .22 LR Magazine
hbm:item.clip_uboinik, Box of 12x70 Buckshot Rounds
hbm:item.clip_lever_action, Box of 12x74 Buckshot Rounds
hbm:item.clip_bolt_action, Box of 12x74 Slugs
hbm:item.clip_xvl1456, Large Isotope Box
hbm:item.clip_osipr, AR2 Magazine
hbm:item.clip_immolator, Tank of Immolator Fuel
hbm:item.clip_cryolator, Tank of Cryolator Fuel
hbm:item.clip_mp, Britannia Military Standard Issue Assault Rifle Magazine
hbm:item.clip_emp, Small Pack of Energy Cells
hbm:item.clip_jack, Box of Quadruple 12x70 Buckshot Rounds
hbm:item.clip_spark, Large Electromagnetic Cartridge
hbm:item.clip_hp, Ink Tanks
hbm:item.clip_euthanasia, Last Aid Kit
hbm:item.clip_defabricator, Belt with Defabricator Energy Cells
hbm:item.ammo_container, Ammo Container
hbm:item.stick_dynamite, Stick of Dynamite
hbm:item.stick_dynamite_fishing, Stick of Fishing Dynamite
hbm:item.stick_tnt, Stick of TNT
hbm:item.stick_semtex, Stick of Semtex
hbm:item.stick_c4, Stick of C-4
hbm:item.grenade_generic, Grenade
hbm:item.grenade_strong, Enhanced Grenade
hbm:item.grenade_frag, Frag Grenade
hbm:item.grenade_fire, Flame Frag Grenade
hbm:item.grenade_shrapnel, Shrapnel Grenade
hbm:item.grenade_cluster, Cluster Bomb
hbm:item.grenade_flare, Signal Flare
hbm:item.grenade_electric, Lightning Bomb
hbm:item.grenade_poison, Poison Grenade
hbm:item.grenade_gas, Gas Grenade
hbm:item.grenade_cloud, Jar of Corrosive Fumes
hbm:item.grenade_pink_cloud, Jar of Pink Cloud
hbm:item.grenade_smart, Smart Grenade
hbm:item.grenade_mirv, MIRV Grenade
hbm:item.grenade_breach, Breaching Grenade
hbm:item.grenade_burst, Digger Grenade
hbm:item.grenade_pulse, Impulse Grenade
hbm:item.grenade_plasma, Plasma Grenade
hbm:item.grenade_tau, Tau Grenade
hbm:item.grenade_schrabidium, Schrabidium Grenade
hbm:item.grenade_nuke, Mark VI Drill Grenade
hbm:item.grenade_lemon, Combustible Lemon
hbm:item.grenade_gascan, Tossable Gas Can
hbm:item.grenade_kyiv, The Kyiv Special
hbm:item.grenade_mk2, Mk 2 Grenade "Ambassador Pineapple"
hbm:item.grenade_aschrab, Tossable Antischrabidium Cell
hbm:item.grenade_nuclear, Nuka Grenade
hbm:item.grenade_zomg, Negative Energy Pair Annihilation Grenade
hbm:item.grenade_black_hole, Black Hole Grenade
hbm:item.grenade_if_generic, IF - Grenade
hbm:item.grenade_if_he, IF - HE Grenade
hbm:item.grenade_if_bouncy, IF - Bouncy Grenade
hbm:item.grenade_if_sticky, IF - Sticky Grenade
hbm:item.grenade_if_impact, IF - Impact Grenade
hbm:item.grenade_if_incendiary, IF - Incendiary Grenade
hbm:item.grenade_if_toxic, IF - Toxic Grenade
hbm:item.grenade_if_concussion, IF - Concussion Grenade
hbm:item.grenade_if_brimstone, IF - Tossable Brimstone Mine
hbm:item.grenade_if_mystery, IF - M.-Grenade
hbm:item.grenade_if_spark, IF - S.-Grenade
hbm:item.grenade_if_hopwire, IF - Vortex Hopwire
hbm:item.grenade_if_null, IF - Null Grenade
hbm:item.nuclear_waste_pearl, Nuclear Waste Pearl
hbm:item.disperser_canister_empty,  Disperser Canister
hbm:item.disperser_canister:1, Disperser Canister: Water
hbm:item.disperser_canister:60, Disperser Canister: Heavy Water
hbm:item.disperser_canister:2, Disperser Canister: Steam
hbm:item.disperser_canister:3, Disperser Canister: Dense Steam
hbm:item.disperser_canister:4, Disperser Canister: Super Dense Steam
hbm:item.disperser_canister:5, Disperser Canister: Ultra Dense Steam
hbm:item.disperser_canister:55, Disperser Canister: Carbon Dioxide
hbm:item.disperser_canister:6, Disperser Canister: Coolant
hbm:item.disperser_canister:76, Disperser Canister: Hot Coolant
hbm:item.disperser_canister:77, Disperser Canister: Mug Root Beer
hbm:item.disperser_canister:78, Disperser Canister: Hot Mug Root Beer
hbm:item.disperser_canister:38, Disperser Canister: Liquid Hydrogen
hbm:item.disperser_canister:8, Disperser Canister: Deuterium
hbm:item.disperser_canister:9, Disperser Canister: Tritium
hbm:item.disperser_canister:57, Disperser Canister: Helium-3
hbm:item.disperser_canister:123, Disperser Canister: Helium-4
hbm:item.disperser_canister:39, Disperser Canister: Liquid Oxygen
hbm:item.disperser_canister:40, Disperser Canister: Xenon Gas
hbm:item.disperser_canister:89, Disperser Canister: Chlorine Gas
hbm:item.disperser_canister:42, Disperser Canister: Mercury
hbm:item.disperser_canister:21, Disperser Canister: Light Oil
hbm:item.disperser_canister:138, Disperser Canister: Desulfurized Light Oil
hbm:item.disperser_canister:65, Disperser Canister: Cracked Light Oil
hbm:item.disperser_canister:92, Disperser Canister: Vacuum Light Oil
hbm:item.disperser_canister:18, Disperser Canister: Engine Lubricant
hbm:item.disperser_canister:23, Disperser Canister: Natural Gas
hbm:item.disperser_canister:106, Disperser Canister: Coker Gas
hbm:item.disperser_canister:24, Disperser Canister: Petroleum Gas
hbm:item.disperser_canister:93, Disperser Canister: Sour Gas
hbm:item.disperser_canister:25, Disperser Canister: LPG
hbm:item.disperser_canister:86, Disperser Canister: Syngas
hbm:item.disperser_canister:87, Disperser Canister: Oxyhydrogen
hbm:item.disperser_canister:68, Disperser Canister: Unsaturated Hydrocarbons
hbm:item.disperser_canister:99, Disperser Canister: Reformate Gas
hbm:item.disperser_canister:20, Disperser Canister: Diesel
hbm:item.disperser_canister:96, Disperser Canister: High-Octane Diesel
hbm:item.disperser_canister:66, Disperser Canister: Cracked Diesel
hbm:item.disperser_canister:97, Disperser Canister: High-Octane Cracked Diesel
hbm:item.disperser_canister:22, Disperser Canister: Kerosene
hbm:item.disperser_canister:98, Disperser Canister: Jet Fuel
hbm:item.disperser_canister:17, Disperser Canister: Petroil
hbm:item.disperser_canister:72, Disperser Canister: Leaded Petroil
hbm:item.disperser_canister:46, Disperser Canister: Gasoline
hbm:item.disperser_canister:73, Disperser Canister: Leaded Gasoline
hbm:item.disperser_canister:47, Disperser Canister: Coal Gasoline
hbm:item.disperser_canister:74, Disperser Canister: Leaded Coal Gasoline
hbm:item.disperser_canister:26, Disperser Canister: Biogas
hbm:item.disperser_canister:27, Disperser Canister: Biofuel
hbm:item.disperser_canister:59, Disperser Canister: Ethanol
hbm:item.disperser_canister:110, Disperser Canister: Fish Oil
hbm:item.disperser_canister:111, Disperser Canister: Sunflower Seed Oil
hbm:item.disperser_canister:28, Disperser Canister: NITAN© 100 Octane Super Fuel
hbm:item.disperser_canister:35, Disperser Canister: Hydrogen Peroxide
hbm:item.disperser_canister:75, Disperser Canister: Sulfuric Acid
hbm:item.disperser_canister:82, Disperser Canister: Nitric Acid
hbm:item.disperser_canister:83, Disperser Canister: Solvent
hbm:item.disperser_canister:88, Disperser Canister: High-Performance Solvent
hbm:item.disperser_canister:32, Disperser Canister: Schrabidic Acid
hbm:item.disperser_canister:29, Disperser Canister: Uranium Hexafluoride
hbm:item.disperser_canister:30, Disperser Canister: Plutonium Hexafluoride
hbm:item.disperser_canister:31, Disperser Canister: Schrabidium Trisulfide
hbm:item.disperser_canister:130, Disperser Canister: Fullerene Solution
hbm:item.disperser_canister:107, Disperser Canister: Dissolved Egg
hbm:item.disperser_canister:108, Disperser Canister: Cholesterol Solution
hbm:item.disperser_canister:101, Disperser Canister: Phosgene
hbm:item.disperser_canister:102, Disperser Canister: Mustard Gas
hbm:item.disperser_canister:109, Disperser Canister: Estradiol Solution
hbm:item.disperser_canister:112, Disperser Canister: Nitroglycerin
hbm:item.disperser_canister:71, Disperser Canister: Ender Juice
hbm:item.disperser_canister:131, Disperser Canister: Booster Pheromone
hbm:item.disperser_canister:132, Disperser Canister: Modified Booster Pheromone
hbm:item.disperser_canister:1000, Disperser Canister: Custom Fluid Demo
hbm:item.glyphid_gland_empty,  Glyphid's Fluid Gland
hbm:item.glyphid_gland:75, Sulfuric Acid Gland
hbm:item.glyphid_gland:131, Booster Pheromone Gland
hbm:item.ullapool_caber, Ullapool Caber
hbm:item.weaponized_starblaster_cell, §cRigged Star Blaster Energy Cell§r
hbm:item.cape_radiation, Cape (Radiation)
hbm:item.cape_gasmask, Cape (Gas Mask)
hbm:item.cape_schrabidium, Cape (Schrabidic)
hbm:item.cape_hidden, Hidden Cape
hbm:item.dwarven_pickaxe, Dwarven Pickaxe
hbm:item.schrabidium_sword, Schrabidium Sword
hbm:item.schrabidium_hammer, Schrabidium Hammer
hbm:item.shimmer_sledge, Shimmer Sledge
hbm:item.shimmer_axe, Shimmer Axe
hbm:item.wood_gavel, Wooden Gavel
hbm:item.lead_gavel, Leaden Gavel
hbm:item.diamond_gavel, Diamond Gavel
hbm:item.mese_gavel, Mese Gavel
hbm:item.schrabidium_pickaxe, Schrabidium Pickaxe
hbm:item.schrabidium_axe, Schrabidium Axe
hbm:item.schrabidium_shovel, Schrabidium Shovel
hbm:item.schrabidium_hoe, Schrabidium Hoe
hbm:item.steel_sword, Steel Sword
hbm:item.steel_pickaxe, Steel Pickaxe
hbm:item.steel_axe, Steel Axe
hbm:item.steel_shovel, Steel Shovel
hbm:item.steel_hoe, Steel Hoe
hbm:item.titanium_sword, Titanium Sword
hbm:item.titanium_pickaxe, Titanium Pickaxe
hbm:item.titanium_axe, Titanium Axe
hbm:item.titanium_shovel, Titanium Shovel
hbm:item.titanium_hoe, Titanium Hoe
hbm:item.cobalt_sword, Cobalt Sword
